State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Utah,36.00,23.00,0.64,13.00,0.36,0.00,0.00,1.00,2.80,7.00,19.40,0.00,0.00,28.00,77.80,0.00,0.00,0.00,0.00,7.00,19.40,1.00,2.80,4.00,11.10,23.00,100.00,8,2017-2018
Vermont,7.00,1.00,0.14,6.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,3.00,42.90,4.00,57.10,0.00,0.00,0.00,0.00,4.00,57.10,0.00,0.00,1.00,14.30,5.00,100.00,8,2017-2018
Virginia,682.00,433.00,0.63,249.00,0.37,4.00,0.60,16.00,2.30,138.00,20.20,276.00,40.50,218.00,32.00,0.00,0.00,30.00,4.40,216.00,31.70,25.00,3.70,53.00,7.80,157.00,100.00,8,2017-2018
Washington,103.00,70.00,0.68,33.00,0.32,1.00,1.00,6.00,5.80,22.00,21.40,2.00,1.90,67.00,65.00,3.00,2.90,2.00,1.90,58.00,56.30,2.00,1.90,12.00,11.70,55.00,100.00,8,2017-2018
West Virginia,121.00,92.00,0.76,29.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,6.00,5.00,113.00,93.40,0.00,0.00,2.00,1.70,41.00,33.90,3.00,2.50,0.00,0.00,54.00,100.00,8,2017-2018
Wisconsin,75.00,46.00,0.61,29.00,0.39,1.00,1.30,6.00,8.00,8.00,10.70,19.00,25.30,40.00,53.30,0.00,0.00,1.00,1.30,22.00,29.30,2.00,2.70,8.00,10.70,42.00,100.00,8,2017-2018
Wyoming,6.00,5.00,0.83,1.00,0.17,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,5.00,83.30,0.00,0.00,0.00,0.00,5.00,83.30,0.00,0.00,0.00,0.00,8.00,100.00,8,2017-2018
Puerto Rico,745.00,425.00,0.57,320.00,0.43,2.00,0.30,1.00,0.10,739.00,99.20,0.00,0.00,3.00,0.40,0.00,0.00,0.00,0.00,268.00,36.00,0.00,0.00,5.00,0.70,194.00,100.00,8,2017-2018
"50 states, District of Columbia, and Puerto Rico","24,155.00","16,150.00",0.67,"8,005.00",0.33,297.00,1.20,270.00,1.10,"6,123.00",25.30,"8,036.00",33.30,"8,276.00",34.30,281.00,1.20,872.00,3.60,"4,755.00",19.70,"1,333.00",5.50,"1,906.00",7.90,"6,604.00",100.00,7,2017-2018
United States,"23,020.00","15,402.00",0.67,"7,618.00",0.33,296.00,0.01,270.00,0.01,"4,991.00",0.22,"8,036.00",0.35,"8,274.00",0.36,281.00,0.0122,872.00,0.04,"4,246.00",0.18,"1,333.00",0.06,"1,900.00",0.08,"6,354.00",100.00,7,2017-2018
Alabama,721.00,501.00,0.69,220.00,0.31,6.00,0.80,0.00,0.00,31.00,4.30,394.00,54.60,289.00,40.10,0.00,0.00,1.00,0.10,57.00,7.90,6.00,0.80,11.00,1.50,194.00,100.00,7,2017-2018
Alaska,6.00,5.00,0.83,1.00,0.17,5.00,83.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,3.00,50.00,8.00,100.00,7,2017-2018
Arizona,507.00,326.00,0.64,181.00,0.36,32.00,6.30,6.00,1.20,225.00,44.40,26.00,5.10,182.00,35.90,1.00,0.20,35.00,6.90,61.00,12.00,20.00,3.90,106.00,20.90,146.00,100.00,7,2017-2018
Arkansas,241.00,170.00,0.71,71.00,0.29,2.00,0.80,1.00,0.40,14.00,5.80,85.00,35.30,133.00,55.20,3.00,1.20,3.00,1.20,20.00,8.30,27.00,11.20,11.00,4.60,93.00,100.00,7,2017-2018
California,254.00,153.00,0.60,101.00,0.40,9.00,3.50,15.00,5.90,129.00,50.80,31.00,12.20,54.00,21.30,2.00,0.80,14.00,5.50,39.00,15.40,12.00,4.70,65.00,25.60,129.00,100.00,7,2017-2018
Colorado,105.00,72.00,0.69,33.00,0.31,0.00,0.00,1.00,1.00,40.00,38.10,7.00,6.70,53.00,50.50,0.00,0.00,4.00,3.80,1.00,1.00,6.00,5.70,16.00,15.20,68.00,100.00,7,2017-2018
Connecticut,143.00,91.00,0.64,52.00,0.36,1.00,0.70,1.00,0.70,64.00,44.80,51.00,35.70,24.00,16.80,0.00,0.00,2.00,1.40,22.00,15.40,10.00,7.00,14.00,9.80,60.00,100.00,7,2017-2018
Delaware,92.00,58.00,0.63,34.00,0.37,0.00,0.00,0.00,0.00,15.00,16.30,42.00,45.70,32.00,34.80,0.00,0.00,3.00,3.30,17.00,18.50,0.00,0.00,9.00,9.80,23.00,100.00,7,2017-2018
District of Columbia,73.00,40.00,0.55,33.00,0.45,0.00,0.00,0.00,0.00,6.00,8.20,64.00,87.70,1.00,1.40,0.00,0.00,2.00,2.70,17.00,23.30,4.00,5.50,4.00,5.50,30.00,100.00,7,2017-2018
Florida,"3,175.00","2,257.00",0.71,918.00,0.29,10.00,0.30,14.00,0.40,873.00,27.50,989.00,31.10,"1,161.00",36.60,4.00,0.10,124.00,3.90,950.00,29.90,244.00,7.70,219.00,6.90,604.00,100.00,7,2017-2018
Georgia,"1,235.00",837.00,0.68,398.00,0.32,1.00,0.10,11.00,0.90,212.00,17.20,588.00,47.60,374.00,30.30,3.00,0.20,46.00,3.70,309.00,25.00,52.00,4.20,91.00,7.40,321.00,100.00,7,2017-2018
Hawaii,391.00,257.00,0.66,134.00,0.34,0.00,0.00,70.00,17.90,44.00,11.30,13.00,3.30,7.00,1.80,235.00,60.10,22.00,5.60,24.00,6.10,17.00,4.30,74.00,18.90,47.00,100.00,7,2017-2018
Idaho,84.00,64.00,0.76,20.00,0.24,1.00,1.20,1.00,1.20,18.00,21.40,0.00,0.00,58.00,69.00,1.00,1.20,5.00,6.00,10.00,11.90,7.00,8.30,6.00,7.10,50.00,100.00,7,2017-2018
Illinois,406.00,282.00,0.69,124.00,0.31,0.00,0.00,2.00,0.50,46.00,11.30,129.00,31.80,210.00,51.70,0.00,0.00,19.00,4.70,63.00,15.50,17.00,4.20,18.00,4.40,184.00,100.00,7,2017-2018
Indiana,167.00,112.00,0.67,55.00,0.33,0.00,0.00,0.00,0.00,13.00,7.80,24.00,14.40,123.00,73.70,0.00,0.00,7.00,4.20,27.00,16.20,3.00,1.80,3.00,1.80,95.00,100.00,7,2017-2018
Iowa,28.00,21.00,0.75,7.00,0.25,0.00,0.00,1.00,3.60,3.00,10.70,0.00,0.00,22.00,78.60,1.00,3.60,1.00,3.60,10.00,35.70,1.00,3.60,2.00,7.10,37.00,100.00,7,2017-2018
Kansas,18.00,11.00,0.61,7.00,0.39,0.00,0.00,0.00,0.00,7.00,38.90,0.00,0.00,10.00,55.60,0.00,0.00,1.00,5.60,1.00,5.60,0.00,0.00,3.00,16.70,19.00,100.00,7,2017-2018
Kentucky,236.00,166.00,0.70,70.00,0.30,0.00,0.00,0.00,0.00,13.00,5.50,38.00,16.10,170.00,72.00,0.00,0.00,15.00,6.40,42.00,17.80,4.00,1.70,9.00,3.80,106.00,100.00,7,2017-2018
Louisiana,"1,834.00","1,258.00",0.69,576.00,0.31,7.00,0.40,12.00,0.70,160.00,8.70,971.00,52.90,648.00,35.30,0.00,0.00,36.00,2.00,242.00,13.20,311.00,17.00,82.00,4.50,265.00,100.00,7,2017-2018
Maine,31.00,27.00,0.87,4.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,93.50,0.00,0.00,2.00,6.50,12.00,38.70,2.00,6.50,1.00,3.20,16.00,100.00,7,2017-2018
Maryland,796.00,555.00,0.70,241.00,0.30,2.00,0.30,4.00,0.50,132.00,16.60,516.00,64.80,118.00,14.80,2.00,0.30,22.00,2.80,129.00,16.20,45.00,5.70,15.00,1.90,138.00,100.00,7,2017-2018
Massachusetts,306.00,218.00,0.71,88.00,0.29,1.00,0.30,3.00,1.00,109.00,35.60,73.00,23.90,104.00,34.00,0.00,0.00,16.00,5.20,91.00,29.70,26.00,8.50,59.00,19.30,122.00,100.00,7,2017-2018
Michigan,415.00,261.00,0.63,154.00,0.37,5.00,1.20,4.00,1.00,44.00,10.60,179.00,43.10,169.00,40.70,0.00,0.00,14.00,3.40,64.00,15.40,6.00,1.40,26.00,6.30,170.00,100.00,7,2017-2018
Minnesota,52.00,33.00,0.63,19.00,0.37,2.00,3.80,22.00,42.30,1.00,1.90,10.00,19.20,15.00,28.80,0.00,0.00,2.00,3.80,6.00,11.50,0.00,0.00,22.00,42.30,30.00,100.00,7,2017-2018
Mississippi,"1,146.00",813.00,0.71,333.00,0.29,2.00,0.20,1.00,0.10,28.00,2.40,682.00,59.50,415.00,36.20,1.00,0.10,17.00,1.50,126.00,11.00,12.00,1.00,9.00,0.80,201.00,100.00,7,2017-2018
Missouri,669.00,395.00,0.59,274.00,0.41,0.00,0.00,2.00,0.30,28.00,4.20,136.00,20.30,479.00,71.60,1.00,0.10,23.00,3.40,89.00,13.30,19.00,2.80,7.00,1.00,70.00,100.00,7,2017-2018
Montana,43.00,26.00,0.60,17.00,0.40,8.00,18.60,0.00,0.00,0.00,0.00,1.00,2.30,34.00,79.10,0.00,0.00,0.00,0.00,5.00,11.60,1.00,2.30,3.00,7.00,22.00,100.00,7,2017-2018
Nebraska,11.00,5.00,0.45,6.00,0.55,1.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,9.00,81.80,0.00,0.00,1.00,9.10,0.00,0.00,2.00,18.20,0.00,0.00,11.00,100.00,7,2017-2018
Nevada,405.00,256.00,0.63,149.00,0.37,2.00,0.50,8.00,2.00,206.00,50.90,109.00,26.90,50.00,12.30,6.00,1.50,24.00,5.90,27.00,6.70,11.00,2.70,89.00,22.00,72.00,100.00,7,2017-2018
New Hampshire,53.00,39.00,0.74,14.00,0.26,2.00,3.80,0.00,0.00,13.00,24.50,3.00,5.70,35.00,66.00,0.00,0.00,0.00,0.00,15.00,28.30,3.00,5.70,1.00,1.90,15.00,100.00,7,2017-2018
New Jersey,484.00,323.00,0.67,161.00,0.33,1.00,0.20,8.00,1.70,215.00,44.40,142.00,29.30,111.00,22.90,0.00,0.00,7.00,1.40,50.00,10.30,12.00,2.50,52.00,10.70,172.00,100.00,7,2017-2018
New Mexico,85.00,52.00,0.61,33.00,0.39,9.00,10.60,0.00,0.00,57.00,67.10,3.00,3.50,15.00,17.60,0.00,0.00,1.00,1.20,9.00,10.60,3.00,3.50,16.00,18.80,33.00,100.00,7,2017-2018
New York,"1,206.00",763.00,0.63,443.00,0.37,9.00,0.70,32.00,2.70,441.00,36.60,393.00,32.60,304.00,25.20,5.00,0.40,22.00,1.80,318.00,26.40,39.00,3.20,144.00,11.90,471.00,100.00,7,2017-2018
North Carolina,998.00,678.00,0.68,320.00,0.32,8.00,0.80,14.00,1.40,170.00,17.00,414.00,41.50,337.00,33.80,3.00,0.30,52.00,5.20,239.00,23.90,38.00,3.80,53.00,5.30,266.00,100.00,7,2017-2018
North Dakota,13.00,10.00,0.77,3.00,0.23,3.00,23.10,0.00,0.00,0.00,0.00,2.00,15.40,8.00,61.50,0.00,0.00,0.00,0.00,3.00,23.10,1.00,7.70,1.00,7.70,14.00,100.00,7,2017-2018
Ohio,838.00,504.00,0.60,334.00,0.40,4.00,0.50,4.00,0.50,60.00,7.20,347.00,41.40,370.00,44.20,2.00,0.20,51.00,6.10,168.00,20.00,31.00,3.70,34.00,4.10,198.00,100.00,7,2017-2018
Oklahoma,635.00,403.00,0.63,232.00,0.37,117.00,18.40,6.00,0.90,42.00,6.60,93.00,14.60,305.00,48.00,3.00,0.50,69.00,10.90,154.00,24.30,8.00,1.30,17.00,2.70,171.00,100.00,7,2017-2018
Oregon,52.00,28.00,0.54,24.00,0.46,2.00,3.80,0.00,0.00,4.00,7.70,3.00,5.80,38.00,73.10,1.00,1.90,4.00,7.70,7.00,13.50,1.00,1.90,2.00,3.80,12.00,100.00,7,2017-2018
Pennsylvania,"1,226.00",730.00,0.60,496.00,0.40,6.00,0.50,4.00,0.30,154.00,12.60,308.00,25.10,675.00,55.10,1.00,0.10,78.00,6.40,210.00,17.10,22.00,1.80,22.00,1.80,340.00,100.00,7,2017-2018
Rhode Island,47.00,36.00,0.77,11.00,0.23,1.00,2.10,0.00,0.00,25.00,53.20,4.00,8.50,14.00,29.80,0.00,0.00,3.00,6.40,7.00,14.90,3.00,6.40,4.00,8.50,18.00,100.00,7,2017-2018
South Carolina,526.00,363.00,0.69,163.00,0.31,0.00,0.00,2.00,0.40,32.00,6.10,272.00,51.70,201.00,38.20,0.00,0.00,19.00,3.60,96.00,18.30,24.00,4.60,15.00,2.90,158.00,100.00,7,2017-2018
South Dakota,27.00,16.00,0.59,11.00,0.41,18.00,66.70,0.00,0.00,2.00,7.40,0.00,0.00,6.00,22.20,0.00,0.00,1.00,3.70,5.00,18.50,0.00,0.00,0.00,0.00,14.00,100.00,7,2017-2018
Tennessee,490.00,344.00,0.70,146.00,0.30,1.00,0.20,0.00,0.00,35.00,7.10,269.00,54.90,172.00,35.10,2.00,0.40,11.00,2.20,73.00,14.90,8.00,1.60,30.00,6.10,160.00,100.00,7,2017-2018
Texas,"1,929.00","1,272.00",0.66,657.00,0.34,11.00,0.60,12.00,0.60,"1,188.00",61.60,317.00,16.40,358.00,18.60,4.00,0.20,39.00,2.00,219.00,11.40,245.00,12.70,495.00,25.70,692.00,100.00,7,2017-2018
Utah,28.00,18.00,0.64,10.00,0.36,2.00,7.10,0.00,0.00,6.00,21.40,1.00,3.60,17.00,60.70,0.00,0.00,2.00,7.10,3.00,10.70,2.00,7.10,1.00,3.60,20.00,100.00,7,2017-2018
Vermont,9.00,4.00,0.44,5.00,0.56,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,7.00,77.80,0.00,0.00,1.00,11.10,3.00,33.30,1.00,11.10,0.00,0.00,7.00,100.00,7,2017-2018
Virginia,546.00,390.00,0.71,156.00,0.29,2.00,0.40,4.00,0.70,67.00,12.30,282.00,51.60,158.00,28.90,0.00,0.00,33.00,6.00,147.00,26.90,18.00,3.30,28.00,5.10,142.00,100.00,7,2017-2018
Washington,51.00,28.00,0.55,23.00,0.45,2.00,3.90,2.00,3.90,10.00,19.60,2.00,3.90,29.00,56.90,0.00,0.00,6.00,11.80,19.00,37.30,1.00,2.00,8.00,15.70,30.00,100.00,7,2017-2018
West Virginia,123.00,91.00,0.74,32.00,0.26,0.00,0.00,2.00,1.60,1.00,0.80,6.00,4.90,105.00,85.40,0.00,0.00,9.00,7.30,29.00,23.60,6.00,4.90,0.00,0.00,49.00,100.00,7,2017-2018
Wisconsin,60.00,36.00,0.60,24.00,0.40,1.00,1.70,0.00,0.00,6.00,10.00,17.00,28.30,33.00,55.00,0.00,0.00,3.00,5.00,8.00,13.30,2.00,3.30,0.00,0.00,38.00,100.00,7,2017-2018
Wyoming,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,3.00,100.00,7,2017-2018
Puerto Rico,"1,135.00",748.00,0.66,387.00,0.34,1.00,0.10,0.00,0.00,"1,132.00",99.70,0.00,0.00,2.00,0.20,0.00,0.00,0.00,0.00,509.00,44.80,0.00,0.00,6.00,0.50,250.00,100.00,7,2017-2018
"50 states, District of Columbia, and Puerto Rico","18,817.00","12,739.00",0.68,"6,078.00",0.32,238.00,1.30,208.00,1.10,"5,208.00",27.70,"6,860.00",36.50,"5,594.00",29.70,108.00,0.60,601.00,3.20,"3,902.00",20.70,"1,037.00",5.50,"1,688.00",9.00,"6,123.00",100.00,6,2017-2018
United States,"17,640.00","11,977.00",0.68,"5,663.00",0.32,238.00,0.01,207.00,0.01,"4,035.00",0.23,"6,860.00",0.39,"5,591.00",0.32,108.00,0.0061,601.00,0.03,"3,341.00",0.19,"1,037.00",0.06,"1,682.00",0.10,"5,870.00",100.00,6,2017-2018
Alabama,395.00,282.00,0.71,113.00,0.29,4.00,1.00,0.00,0.00,19.00,4.80,227.00,57.50,143.00,36.20,0.00,0.00,2.00,0.50,27.00,6.80,6.00,1.50,0.00,0.00,139.00,100.00,6,2017-2018
Alaska,9.00,5.00,0.56,4.00,0.44,6.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,22.20,0.00,0.00,1.00,11.10,4.00,44.40,0.00,0.00,3.00,33.30,9.00,100.00,6,2017-2018
Arizona,276.00,187.00,0.68,89.00,0.32,19.00,6.90,9.00,3.30,143.00,51.80,17.00,6.20,82.00,29.70,0.00,0.00,6.00,2.20,34.00,12.30,8.00,2.90,25.00,9.10,130.00,100.00,6,2017-2018
Arkansas,102.00,68.00,0.67,34.00,0.33,1.00,1.00,0.00,0.00,7.00,6.90,31.00,30.40,60.00,58.80,2.00,2.00,1.00,1.00,22.00,21.60,10.00,9.80,6.00,5.90,64.00,100.00,6,2017-2018
California,326.00,207.00,0.63,119.00,0.37,12.00,3.70,18.00,5.50,169.00,51.80,40.00,12.30,73.00,22.40,1.00,0.30,13.00,4.00,83.00,25.50,4.00,1.20,91.00,27.90,182.00,100.00,6,2017-2018
Colorado,112.00,75.00,0.67,37.00,0.33,0.00,0.00,1.00,0.90,55.00,49.10,5.00,4.50,44.00,39.30,0.00,0.00,7.00,6.30,1.00,0.90,3.00,2.70,28.00,25.00,71.00,100.00,6,2017-2018
Connecticut,70.00,51.00,0.73,19.00,0.27,0.00,0.00,1.00,1.40,28.00,40.00,26.00,37.10,13.00,18.60,0.00,0.00,2.00,2.90,14.00,20.00,1.00,1.40,8.00,11.40,39.00,100.00,6,2017-2018
Delaware,69.00,46.00,0.67,23.00,0.33,0.00,0.00,0.00,0.00,15.00,21.70,37.00,53.60,16.00,23.20,0.00,0.00,1.00,1.40,14.00,20.30,0.00,0.00,8.00,11.60,25.00,100.00,6,2017-2018
District of Columbia,51.00,33.00,0.65,18.00,0.35,0.00,0.00,0.00,0.00,3.00,5.90,46.00,90.20,2.00,3.90,0.00,0.00,0.00,0.00,13.00,25.50,1.00,2.00,1.00,2.00,25.00,100.00,6,2017-2018
Florida,"2,541.00","1,844.00",0.73,697.00,0.27,10.00,0.40,9.00,0.40,722.00,28.40,823.00,32.40,884.00,34.80,2.00,0.10,91.00,3.60,754.00,29.70,192.00,7.60,257.00,10.10,565.00,100.00,6,2017-2018
Georgia,"1,280.00",902.00,0.70,378.00,0.30,4.00,0.30,5.00,0.40,178.00,13.90,706.00,55.20,311.00,24.30,17.00,1.30,59.00,4.60,226.00,17.70,55.00,4.30,75.00,5.90,290.00,100.00,6,2017-2018
Hawaii,118.00,71.00,0.60,47.00,0.40,1.00,0.80,13.00,11.00,20.00,16.90,0.00,0.00,7.00,5.90,70.00,59.30,7.00,5.90,9.00,7.60,3.00,2.50,29.00,24.60,33.00,100.00,6,2017-2018
Idaho,46.00,30.00,0.65,16.00,0.35,0.00,0.00,0.00,0.00,12.00,26.10,1.00,2.20,32.00,69.60,0.00,0.00,1.00,2.20,7.00,15.20,5.00,10.90,2.00,4.30,58.00,100.00,6,2017-2018
Illinois,649.00,422.00,0.65,227.00,0.35,1.00,0.20,3.00,0.50,150.00,23.10,377.00,58.10,107.00,16.50,1.00,0.20,10.00,1.50,40.00,6.20,39.00,6.00,50.00,7.70,321.00,100.00,6,2017-2018
Indiana,139.00,94.00,0.68,45.00,0.32,0.00,0.00,0.00,0.00,17.00,12.20,24.00,17.30,95.00,68.30,0.00,0.00,3.00,2.20,34.00,24.50,5.00,3.60,9.00,6.50,97.00,100.00,6,2017-2018
Iowa,32.00,20.00,0.63,12.00,0.38,0.00,0.00,0.00,0.00,2.00,6.30,6.00,18.80,22.00,68.80,0.00,0.00,2.00,6.30,11.00,34.40,2.00,6.30,1.00,3.10,28.00,100.00,6,2017-2018
Kansas,13.00,6.00,0.46,7.00,0.54,0.00,0.00,0.00,0.00,6.00,46.20,1.00,7.70,5.00,38.50,0.00,0.00,1.00,7.70,0.00,0.00,0.00,0.00,3.00,23.10,12.00,100.00,6,2017-2018
Kentucky,242.00,183.00,0.76,59.00,0.24,0.00,0.00,2.00,0.80,8.00,3.30,47.00,19.40,177.00,73.10,0.00,0.00,8.00,3.30,42.00,17.40,4.00,1.70,7.00,2.90,120.00,100.00,6,2017-2018
Louisiana,"1,515.00","1,023.00",0.68,492.00,0.32,2.00,0.10,7.00,0.50,182.00,12.00,871.00,57.50,415.00,27.40,2.00,0.10,36.00,2.40,228.00,15.00,242.00,16.00,108.00,7.10,244.00,100.00,6,2017-2018
Maine,27.00,17.00,0.63,10.00,0.37,0.00,0.00,0.00,0.00,1.00,3.70,3.00,11.10,23.00,85.20,0.00,0.00,0.00,0.00,11.00,40.70,1.00,3.70,3.00,11.10,15.00,100.00,6,2017-2018
Maryland,435.00,310.00,0.71,125.00,0.29,4.00,0.90,2.00,0.50,71.00,16.30,263.00,60.50,80.00,18.40,0.00,0.00,15.00,3.40,83.00,19.10,38.00,8.70,29.00,6.70,118.00,100.00,6,2017-2018
Massachusetts,245.00,148.00,0.60,97.00,0.40,1.00,0.40,4.00,1.60,113.00,46.10,50.00,20.40,65.00,26.50,2.00,0.80,10.00,4.10,76.00,31.00,26.00,10.60,62.00,25.30,94.00,100.00,6,2017-2018
Michigan,338.00,232.00,0.69,106.00,0.31,6.00,1.80,7.00,2.10,25.00,7.40,156.00,46.20,129.00,38.20,1.00,0.30,14.00,4.10,46.00,13.60,6.00,1.80,29.00,8.60,176.00,100.00,6,2017-2018
Minnesota,43.00,28.00,0.65,15.00,0.35,1.00,2.30,21.00,48.80,1.00,2.30,7.00,16.30,13.00,30.20,0.00,0.00,0.00,0.00,5.00,11.60,0.00,0.00,18.00,41.90,25.00,100.00,6,2017-2018
Mississippi,733.00,503.00,0.69,230.00,0.31,5.00,0.70,0.00,0.00,19.00,2.60,502.00,68.50,196.00,26.70,0.00,0.00,11.00,1.50,69.00,9.40,1.00,0.10,10.00,1.40,175.00,100.00,6,2017-2018
Missouri,645.00,361.00,0.56,284.00,0.44,1.00,0.20,5.00,0.80,27.00,4.20,137.00,21.20,450.00,69.80,0.00,0.00,25.00,3.90,101.00,15.70,7.00,1.10,7.00,1.10,61.00,100.00,6,2017-2018
Montana,8.00,5.00,0.63,3.00,0.38,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00,87.50,0.00,0.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,10.00,100.00,6,2017-2018
Nebraska,12.00,7.00,0.58,5.00,0.42,0.00,0.00,0.00,0.00,2.00,16.70,1.00,8.30,8.00,66.70,0.00,0.00,1.00,8.30,5.00,41.70,0.00,0.00,2.00,16.70,12.00,100.00,6,2017-2018
Nevada,286.00,190.00,0.66,96.00,0.34,1.00,0.30,7.00,2.40,125.00,43.70,82.00,28.70,44.00,15.40,3.00,1.00,24.00,8.40,21.00,7.30,13.00,4.50,55.00,19.20,72.00,100.00,6,2017-2018
New Hampshire,38.00,20.00,0.53,18.00,0.47,0.00,0.00,2.00,5.30,4.00,10.50,5.00,13.20,26.00,68.40,0.00,0.00,1.00,2.60,8.00,21.10,3.00,7.90,8.00,21.10,18.00,100.00,6,2017-2018
New Jersey,443.00,318.00,0.72,125.00,0.28,0.00,0.00,9.00,2.00,213.00,48.10,146.00,33.00,65.00,14.70,1.00,0.20,9.00,2.00,62.00,14.00,13.00,2.90,38.00,8.60,183.00,100.00,6,2017-2018
New Mexico,68.00,40.00,0.59,28.00,0.41,4.00,5.90,1.00,1.50,35.00,51.50,1.00,1.50,26.00,38.20,0.00,0.00,1.00,1.50,12.00,17.60,0.00,0.00,10.00,14.70,28.00,100.00,6,2017-2018
New York,932.00,592.00,0.64,340.00,0.36,4.00,0.40,28.00,3.00,367.00,39.40,401.00,43.00,118.00,12.70,0.00,0.00,14.00,1.50,282.00,30.30,27.00,2.90,117.00,12.60,395.00,100.00,6,2017-2018
North Carolina,840.00,606.00,0.72,234.00,0.28,13.00,1.50,6.00,0.70,147.00,17.50,382.00,45.50,257.00,30.60,1.00,0.10,34.00,4.00,195.00,23.20,32.00,3.80,55.00,6.50,241.00,100.00,6,2017-2018
North Dakota,6.00,3.00,0.50,3.00,0.50,3.00,50.00,0.00,0.00,0.00,0.00,1.00,16.70,2.00,33.30,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,7.00,100.00,6,2017-2018
Ohio,456.00,295.00,0.65,161.00,0.35,1.00,0.20,3.00,0.70,26.00,5.70,206.00,45.20,199.00,43.60,0.00,0.00,21.00,4.60,85.00,18.60,23.00,5.00,25.00,5.50,179.00,100.00,6,2017-2018
Oklahoma,460.00,284.00,0.62,176.00,0.38,104.00,22.60,4.00,0.90,27.00,5.90,55.00,12.00,229.00,49.80,0.00,0.00,41.00,8.90,90.00,19.60,15.00,3.30,11.00,2.40,204.00,100.00,6,2017-2018
Oregon,47.00,16.00,0.34,31.00,0.66,1.00,2.10,2.00,4.30,2.00,4.30,0.00,0.00,37.00,78.70,0.00,0.00,5.00,10.60,11.00,23.40,2.00,4.30,0.00,0.00,10.00,100.00,6,2017-2018
Pennsylvania,643.00,382.00,0.59,261.00,0.41,5.00,0.80,10.00,1.60,70.00,10.90,203.00,31.60,317.00,49.30,1.00,0.20,37.00,5.80,125.00,19.40,12.00,1.90,16.00,2.50,203.00,100.00,6,2017-2018
Rhode Island,19.00,16.00,0.84,3.00,0.16,1.00,5.30,1.00,5.30,11.00,57.90,1.00,5.30,5.00,26.30,0.00,0.00,0.00,0.00,1.00,5.30,1.00,5.30,1.00,5.30,11.00,100.00,6,2017-2018
South Carolina,411.00,290.00,0.71,121.00,0.29,3.00,0.70,1.00,0.20,16.00,3.90,224.00,54.50,143.00,34.80,1.00,0.20,23.00,5.60,71.00,17.30,17.00,4.10,15.00,3.60,138.00,100.00,6,2017-2018
South Dakota,19.00,13.00,0.68,6.00,0.32,11.00,57.90,0.00,0.00,4.00,21.10,1.00,5.30,3.00,15.80,0.00,0.00,0.00,0.00,6.00,31.60,0.00,0.00,0.00,0.00,11.00,100.00,6,2017-2018
Tennessee,436.00,309.00,0.71,127.00,0.29,0.00,0.00,0.00,0.00,36.00,8.30,253.00,58.00,137.00,31.40,0.00,0.00,10.00,2.30,56.00,12.80,15.00,3.40,17.00,3.90,146.00,100.00,6,2017-2018
Texas,"1,387.00",961.00,0.69,426.00,0.31,6.00,0.40,17.00,1.20,869.00,62.70,236.00,17.00,238.00,17.20,1.00,0.10,20.00,1.40,164.00,11.80,181.00,13.00,397.00,28.60,606.00,100.00,6,2017-2018
Utah,24.00,17.00,0.71,7.00,0.29,0.00,0.00,0.00,0.00,9.00,37.50,1.00,4.20,11.00,45.80,1.00,4.20,2.00,8.30,8.00,33.30,0.00,0.00,3.00,12.50,18.00,100.00,6,2017-2018
Vermont,7.00,5.00,0.71,2.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,6.00,85.70,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,7.00,100.00,6,2017-2018
