State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Alaska,80.00,41.00,0.51,39.00,0.49,48.00,60.00,2.00,2.50,4.00,5.00,2.00,2.50,18.00,22.50,0.00,0.00,6.00,7.50,15.00,18.80,0.00,0.00,41.00,51.30,67.00,100.00,2,2013-2014
Arizona,652.00,366.00,0.56,286.00,0.44,42.00,6.40,8.00,1.20,353.00,54.10,41.00,6.30,190.00,29.10,0.00,0.00,18.00,2.80,94.00,14.40,12.00,1.80,143.00,21.90,320.00,100.00,2,2013-2014
Arkansas,558.00,304.00,0.54,254.00,0.46,4.00,0.70,2.00,0.40,59.00,10.60,160.00,28.70,320.00,57.30,3.00,0.50,10.00,1.80,51.00,9.10,7.00,1.30,34.00,6.10,231.00,100.00,2,2013-2014
California,"3,616.00","2,011.00",0.56,"1,605.00",0.44,35.00,1.00,125.00,3.50,"2,502.00",69.20,312.00,8.60,519.00,14.40,17.00,0.50,106.00,2.90,451.00,12.50,17.00,0.50,"1,509.00",41.70,"1,603.00",100.00,2,2013-2014
Colorado,444.00,248.00,0.56,196.00,0.44,5.00,1.10,4.00,0.90,209.00,47.10,21.00,4.70,183.00,41.20,1.00,0.20,21.00,4.70,86.00,19.40,0.00,0.00,130.00,29.30,264.00,100.00,2,2013-2014
Connecticut,451.00,230.00,0.51,221.00,0.49,3.00,0.70,12.00,2.70,215.00,47.70,137.00,30.40,72.00,16.00,2.00,0.40,10.00,2.20,51.00,11.30,5.00,1.10,108.00,23.90,167.00,100.00,2,2013-2014
Delaware,192.00,104.00,0.54,88.00,0.46,3.00,1.60,1.00,0.50,53.00,27.60,74.00,38.50,53.00,27.60,0.00,0.00,8.00,4.20,40.00,20.80,8.00,4.20,42.00,21.90,67.00,100.00,2,2013-2014
District of Columbia,63.00,41.00,0.65,22.00,0.35,0.00,0.00,0.00,0.00,10.00,15.90,51.00,81.00,2.00,3.20,0.00,0.00,0.00,0.00,7.00,11.10,3.00,4.80,8.00,12.70,30.00,100.00,2,2013-2014
Florida,"5,174.00","2,986.00",0.58,"2,188.00",0.42,9.00,0.20,51.00,1.00,"1,986.00",38.40,"1,752.00",33.90,"1,239.00",23.90,5.00,0.10,132.00,2.60,"1,142.00",22.10,129.00,2.50,"1,604.00",31.00,"1,128.00",100.00,2,2013-2014
Georgia,"3,439.00","1,884.00",0.55,"1,555.00",0.45,0.00,0.00,101.00,2.90,453.00,13.20,"2,002.00",58.20,774.00,22.50,3.00,0.10,105.00,3.10,511.00,14.90,63.00,1.80,435.00,12.60,794.00,100.00,2,2013-2014
Hawaii,105.00,60.00,0.57,45.00,0.43,1.00,1.00,14.00,13.30,20.00,19.00,2.00,1.90,30.00,28.60,28.00,26.70,10.00,9.50,14.00,13.30,1.00,1.00,14.00,13.30,52.00,100.00,2,2013-2014
Idaho,84.00,53.00,0.63,31.00,0.37,1.00,1.20,0.00,0.00,26.00,31.00,0.00,0.00,52.00,61.90,0.00,0.00,5.00,6.00,12.00,14.30,1.00,1.20,16.00,19.00,56.00,100.00,2,2013-2014
Illinois,488.00,280.00,0.57,208.00,0.43,0.00,0.00,4.00,0.80,147.00,30.10,204.00,41.80,115.00,23.60,0.00,0.00,18.00,3.70,65.00,13.30,2.00,0.40,108.00,22.10,234.00,100.00,2,2013-2014
Indiana,"1,057.00",589.00,0.56,468.00,0.44,0.00,0.00,3.00,0.30,165.00,15.60,254.00,24.00,571.00,54.00,0.00,0.00,64.00,6.10,201.00,19.00,10.00,0.90,109.00,10.30,459.00,100.00,2,2013-2014
Iowa,38.00,26.00,0.68,12.00,0.32,0.00,0.00,0.00,0.00,4.00,10.50,7.00,18.40,23.00,60.50,1.00,2.60,3.00,7.90,6.00,15.80,0.00,0.00,9.00,23.70,32.00,100.00,2,2013-2014
Kansas,87.00,41.00,0.47,46.00,0.53,2.00,2.30,1.00,1.10,16.00,18.40,4.00,4.60,62.00,71.30,0.00,0.00,2.00,2.30,14.00,16.10,1.00,1.10,14.00,16.10,54.00,100.00,2,2013-2014
Kentucky,837.00,474.00,0.57,363.00,0.43,2.00,0.20,5.00,0.60,58.00,6.90,60.00,7.20,688.00,82.20,0.00,0.00,24.00,2.90,187.00,22.30,6.00,0.70,29.00,3.50,295.00,100.00,2,2013-2014
Louisiana,"1,768.00","1,040.00",0.59,728.00,0.41,14.00,0.80,10.00,0.60,88.00,5.00,"1,028.00",58.10,587.00,33.20,0.00,0.00,41.00,2.30,193.00,10.90,103.00,5.80,58.00,3.30,488.00,100.00,2,2013-2014
Maine,86.00,45.00,0.52,41.00,0.48,0.00,0.00,0.00,0.00,6.00,7.00,2.00,2.30,76.00,88.40,0.00,0.00,2.00,2.30,24.00,27.90,0.00,0.00,6.00,7.00,55.00,100.00,2,2013-2014
Maryland,490.00,302.00,0.62,188.00,0.38,3.00,0.60,3.00,0.60,103.00,21.00,307.00,62.70,61.00,12.40,0.00,0.00,13.00,2.70,87.00,17.80,12.00,2.40,33.00,6.70,226.00,100.00,2,2013-2014
Massachusetts,707.00,406.00,0.57,301.00,0.43,0.00,0.00,25.00,3.50,307.00,43.40,106.00,15.00,234.00,33.10,0.00,0.00,35.00,5.00,158.00,22.30,26.00,3.70,172.00,24.30,282.00,100.00,2,2013-2014
Michigan,"1,117.00",621.00,0.56,496.00,0.44,7.00,0.60,12.00,1.10,124.00,11.10,493.00,44.10,444.00,39.70,0.00,0.00,37.00,3.30,171.00,15.30,6.00,0.50,126.00,11.30,461.00,100.00,2,2013-2014
Minnesota,386.00,206.00,0.53,180.00,0.47,11.00,2.80,23.00,6.00,59.00,15.30,65.00,16.80,223.00,57.80,1.00,0.30,4.00,1.00,46.00,11.90,1.00,0.30,73.00,18.90,59.00,100.00,2,2013-2014
Mississippi,"1,907.00","1,123.00",0.59,784.00,0.41,2.00,0.10,6.00,0.30,49.00,2.60,"1,311.00",68.70,529.00,27.70,2.00,0.10,10.00,0.50,183.00,9.60,2.00,0.10,32.00,1.70,343.00,100.00,2,2013-2014
Missouri,448.00,238.00,0.53,210.00,0.47,3.00,0.70,2.00,0.40,45.00,10.00,146.00,32.60,236.00,52.70,4.00,0.90,12.00,2.70,66.00,14.70,11.00,2.50,35.00,7.80,224.00,100.00,2,2013-2014
Montana,27.00,19.00,0.70,8.00,0.30,8.00,29.60,0.00,0.00,3.00,11.10,0.00,0.00,14.00,51.90,0.00,0.00,2.00,7.40,5.00,18.50,0.00,0.00,4.00,14.80,21.00,100.00,2,2013-2014
Nebraska,42.00,25.00,0.60,17.00,0.40,4.00,9.50,1.00,2.40,16.00,38.10,5.00,11.90,13.00,31.00,0.00,0.00,3.00,7.10,9.00,21.40,1.00,2.40,12.00,28.60,33.00,100.00,2,2013-2014
Nevada,490.00,278.00,0.57,212.00,0.43,7.00,1.40,8.00,1.60,262.00,53.50,78.00,15.90,114.00,23.30,2.00,0.40,19.00,3.90,57.00,11.60,7.00,1.40,189.00,38.60,181.00,100.00,2,2013-2014
New Hampshire,79.00,41.00,0.52,38.00,0.48,0.00,0.00,5.00,6.30,3.00,3.80,3.00,3.80,63.00,79.70,0.00,0.00,5.00,6.30,27.00,34.20,1.00,1.30,5.00,6.30,40.00,100.00,2,2013-2014
New Jersey,"1,243.00",682.00,0.55,561.00,0.45,5.00,0.40,26.00,2.10,698.00,56.20,324.00,26.10,176.00,14.20,0.00,0.00,14.00,1.10,135.00,10.90,15.00,1.20,255.00,20.50,399.00,100.00,2,2013-2014
New Mexico,328.00,195.00,0.59,133.00,0.41,43.00,13.10,2.00,0.60,199.00,60.70,9.00,2.70,74.00,22.60,1.00,0.30,0.00,0.00,45.00,13.70,2.00,0.60,77.00,23.50,149.00,100.00,2,2013-2014
New York,"3,555.00","2,006.00",0.56,"1,549.00",0.44,35.00,1.00,159.00,4.50,"1,537.00",43.20,"1,203.00",33.80,566.00,15.90,11.00,0.30,44.00,1.20,685.00,19.30,35.00,1.00,860.00,24.20,"1,009.00",100.00,2,2013-2014
North Carolina,"2,746.00","1,615.00",0.59,"1,131.00",0.41,77.00,2.80,36.00,1.30,604.00,22.00,977.00,35.60,957.00,34.90,0.00,0.00,94.00,3.40,580.00,21.10,13.00,0.50,475.00,17.30,826.00,100.00,2,2013-2014
North Dakota,22.00,12.00,0.55,10.00,0.45,4.00,18.20,0.00,0.00,5.00,22.70,2.00,9.10,11.00,50.00,0.00,0.00,0.00,0.00,6.00,27.30,0.00,0.00,2.00,9.10,14.00,100.00,2,2013-2014
Ohio,"1,230.00",671.00,0.55,559.00,0.45,2.00,0.20,14.00,1.10,84.00,6.80,441.00,35.90,614.00,49.90,0.00,0.00,75.00,6.10,167.00,13.60,8.00,0.70,63.00,5.10,497.00,100.00,2,2013-2014
Oklahoma,"1,542.00",873.00,0.57,669.00,0.43,248.00,16.10,12.00,0.80,348.00,22.60,209.00,13.60,641.00,41.60,6.00,0.40,78.00,5.10,318.00,20.60,13.00,0.80,296.00,19.20,459.00,100.00,2,2013-2014
Oregon,146.00,85.00,0.58,61.00,0.42,3.00,2.10,4.00,2.70,47.00,32.20,7.00,4.80,80.00,54.80,1.00,0.70,4.00,2.70,43.00,29.50,1.00,0.70,31.00,21.20,101.00,100.00,2,2013-2014
Pennsylvania,747.00,431.00,0.58,316.00,0.42,2.00,0.30,16.00,2.10,135.00,18.10,269.00,36.00,284.00,38.00,0.00,0.00,41.00,5.50,196.00,26.20,9.00,1.20,44.00,5.90,396.00,100.00,2,2013-2014
Rhode Island,84.00,44.00,0.52,40.00,0.48,3.00,3.60,3.00,3.60,23.00,27.40,11.00,13.10,35.00,41.70,0.00,0.00,9.00,10.70,25.00,29.80,2.00,2.40,13.00,15.50,47.00,100.00,2,2013-2014
South Carolina,888.00,529.00,0.60,359.00,0.40,0.00,0.00,4.00,0.50,63.00,7.10,441.00,49.70,353.00,39.80,1.00,0.10,26.00,2.90,232.00,26.10,12.00,1.40,41.00,4.60,312.00,100.00,2,2013-2014
South Dakota,61.00,33.00,0.54,28.00,0.46,17.00,27.90,2.00,3.30,8.00,13.10,4.00,6.60,26.00,42.60,0.00,0.00,4.00,6.60,11.00,18.00,0.00,0.00,14.00,23.00,49.00,100.00,2,2013-2014
Tennessee,"1,181.00",707.00,0.60,474.00,0.40,1.00,0.10,4.00,0.30,106.00,9.00,531.00,45.00,520.00,44.00,1.00,0.10,18.00,1.50,157.00,13.30,8.00,0.70,84.00,7.10,405.00,99.00,2,2013-2014
Texas,"10,033.00","5,766.00",0.57,"4,267.00",0.43,36.00,0.40,115.00,1.10,"6,477.00",64.60,"1,716.00",17.10,"1,545.00",15.40,11.00,0.10,133.00,1.30,"1,109.00",11.10,776.00,7.70,"3,664.00",36.50,"2,902.00",100.00,2,2013-2014
Utah,49.00,31.00,0.63,18.00,0.37,0.00,0.00,1.00,2.00,7.00,14.30,2.00,4.10,36.00,73.50,1.00,2.00,2.00,4.10,12.00,24.50,0.00,0.00,7.00,14.30,34.00,100.00,2,2013-2014
Vermont,28.00,17.00,0.61,11.00,0.39,0.00,0.00,2.00,7.10,0.00,0.00,0.00,0.00,22.00,78.60,0.00,0.00,4.00,14.30,11.00,39.30,0.00,0.00,5.00,17.90,20.00,100.00,2,2013-2014
Virginia,"1,278.00",716.00,0.56,562.00,0.44,6.00,0.50,40.00,3.10,169.00,13.20,500.00,39.10,495.00,38.70,3.00,0.20,65.00,5.10,281.00,22.00,35.00,2.70,142.00,11.10,527.00,100.00,2,2013-2014
Washington,284.00,165.00,0.58,119.00,0.42,11.00,3.90,6.00,2.10,105.00,37.00,12.00,4.20,137.00,48.20,0.00,0.00,13.00,4.60,69.00,24.30,5.00,1.80,82.00,28.90,178.00,100.00,2,2013-2014
West Virginia,277.00,148.00,0.53,129.00,0.47,0.00,0.00,1.00,0.40,10.00,3.60,11.00,4.00,245.00,88.40,0.00,0.00,10.00,3.60,53.00,19.10,3.00,1.10,8.00,2.90,164.00,100.00,2,2013-2014
Wisconsin,140.00,80.00,0.57,60.00,0.43,1.00,0.70,2.00,1.40,30.00,21.40,60.00,42.90,42.00,30.00,0.00,0.00,5.00,3.60,34.00,24.30,1.00,0.70,22.00,15.70,93.00,100.00,2,2013-2014
Wyoming,34.00,20.00,0.59,14.00,0.41,0.00,0.00,0.00,0.00,11.00,32.40,2.00,5.90,19.00,55.90,0.00,0.00,2.00,5.90,13.00,38.20,1.00,2.90,2.00,5.90,22.00,100.00,2,2013-2014
United States,"51,090.00","29,505.00",0.58,"21,585.00",0.42,622.00,1.20,804.00,1.60,"16,808.00",32.90,"19,725.00",38.60,"11,788.00",23.10,119.00,0.20,"1,224.00",2.40,"9,122.00",17.90,"1,973.00",3.90,"11,465.00",22.40,"14,577.00",100.00,3,2013-2014
Alabama,680.00,397.00,0.58,283.00,0.42,8.00,1.20,6.00,0.90,42.00,6.20,347.00,51.00,250.00,36.80,0.00,0.00,27.00,4.00,79.00,11.60,8.00,1.20,35.00,5.10,276.00,100.00,3,2013-2014
Alaska,30.00,17.00,0.57,13.00,0.43,22.00,73.30,0.00,0.00,0.00,0.00,0.00,0.00,7.00,23.30,0.00,0.00,1.00,3.30,9.00,30.00,0.00,0.00,17.00,56.70,51.00,100.00,3,2013-2014
Arizona,557.00,335.00,0.60,222.00,0.40,39.00,7.00,11.00,2.00,307.00,55.10,48.00,8.60,137.00,24.60,2.00,0.40,13.00,2.30,79.00,14.20,15.00,2.70,152.00,27.30,293.00,100.00,3,2013-2014
Arkansas,207.00,123.00,0.59,84.00,0.41,2.00,1.00,1.00,0.50,20.00,9.70,65.00,31.40,115.00,55.60,1.00,0.50,3.00,1.40,15.00,7.20,6.00,2.90,12.00,5.80,116.00,100.00,3,2013-2014
California,"1,757.00","1,010.00",0.57,747.00,0.43,13.00,0.70,83.00,4.70,"1,175.00",66.90,181.00,10.30,257.00,14.60,6.00,0.30,42.00,2.40,224.00,12.70,18.00,1.00,699.00,39.80,979.00,100.00,3,2013-2014
Colorado,257.00,143.00,0.56,114.00,0.44,4.00,1.60,3.00,1.20,124.00,48.20,12.00,4.70,105.00,40.90,2.00,0.80,7.00,2.70,41.00,16.00,5.00,1.90,74.00,28.80,176.00,100.00,3,2013-2014
Connecticut,245.00,142.00,0.58,103.00,0.42,1.00,0.40,3.00,1.20,102.00,41.60,91.00,37.10,44.00,18.00,1.00,0.40,3.00,1.20,37.00,15.10,6.00,2.40,55.00,22.40,104.00,100.00,3,2013-2014
Delaware,81.00,47.00,0.58,34.00,0.42,1.00,1.20,0.00,0.00,28.00,34.60,31.00,38.30,19.00,23.50,0.00,0.00,2.00,2.50,22.00,27.20,6.00,7.40,15.00,18.50,40.00,100.00,3,2013-2014
District of Columbia,75.00,43.00,0.57,32.00,0.43,0.00,0.00,1.00,1.30,11.00,14.70,63.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,9.30,0.00,0.00,8.00,10.70,32.00,100.00,3,2013-2014
Florida,"14,244.00","8,595.00",0.60,"5,649.00",0.40,31.00,0.20,146.00,1.00,"5,248.00",36.80,"5,668.00",39.80,"2,793.00",19.60,24.00,0.20,334.00,2.30,"3,951.00",27.70,550.00,3.90,"4,279.00",30.00,"1,680.00",100.00,3,2013-2014
Georgia,"4,193.00","2,410.00",0.57,"1,783.00",0.43,12.00,0.30,160.00,3.80,709.00,16.90,"2,665.00",63.60,556.00,13.30,4.00,0.10,88.00,2.10,615.00,14.70,126.00,3.00,753.00,18.00,778.00,100.00,3,2013-2014
Hawaii,68.00,42.00,0.62,26.00,0.38,0.00,0.00,11.00,16.20,9.00,13.20,0.00,0.00,26.00,38.20,21.00,30.90,1.00,1.50,6.00,8.80,0.00,0.00,5.00,7.40,32.00,100.00,3,2013-2014
Idaho,48.00,27.00,0.56,21.00,0.44,0.00,0.00,0.00,0.00,14.00,29.20,0.00,0.00,34.00,70.80,0.00,0.00,0.00,0.00,14.00,29.20,5.00,10.40,9.00,18.80,37.00,100.00,3,2013-2014
Illinois,"1,874.00","1,040.00",0.55,834.00,0.45,4.00,0.20,9.00,0.50,422.00,22.50,"1,342.00",71.60,89.00,4.70,0.00,0.00,9.00,0.50,101.00,5.40,67.00,3.60,199.00,10.60,422.00,100.00,3,2013-2014
Indiana,"1,177.00",652.00,0.55,525.00,0.45,4.00,0.30,4.00,0.30,160.00,13.60,404.00,34.30,544.00,46.20,0.00,0.00,63.00,5.40,209.00,17.80,29.00,2.50,92.00,7.80,454.00,100.00,3,2013-2014
Iowa,25.00,8.00,0.32,17.00,0.68,0.00,0.00,4.00,16.00,2.00,8.00,7.00,28.00,11.00,44.00,0.00,0.00,1.00,4.00,7.00,28.00,0.00,0.00,7.00,28.00,24.00,100.00,3,2013-2014
Kansas,34.00,17.00,0.50,17.00,0.50,0.00,0.00,1.00,2.90,8.00,23.50,5.00,14.70,19.00,55.90,0.00,0.00,1.00,2.90,4.00,11.80,0.00,0.00,11.00,32.40,25.00,100.00,3,2013-2014
Kentucky,604.00,334.00,0.55,270.00,0.45,1.00,0.20,2.00,0.30,34.00,5.60,81.00,13.40,467.00,77.30,1.00,0.20,18.00,3.00,113.00,18.70,6.00,1.00,25.00,4.10,267.00,100.00,3,2013-2014
Louisiana,"1,315.00",788.00,0.60,527.00,0.40,6.00,0.50,4.00,0.30,58.00,4.40,808.00,61.40,417.00,31.70,1.00,0.10,21.00,1.60,110.00,8.40,161.00,12.20,33.00,2.50,407.00,100.00,3,2013-2014
Maine,31.00,16.00,0.52,15.00,0.48,0.00,0.00,1.00,3.20,0.00,0.00,0.00,0.00,30.00,96.80,0.00,0.00,0.00,0.00,13.00,41.90,0.00,0.00,3.00,9.70,28.00,100.00,3,2013-2014
Maryland,221.00,148.00,0.67,73.00,0.33,0.00,0.00,5.00,2.30,32.00,14.50,153.00,69.20,27.00,12.20,0.00,0.00,4.00,1.80,38.00,17.20,13.00,5.90,13.00,5.90,125.00,100.00,3,2013-2014
Massachusetts,409.00,229.00,0.56,180.00,0.44,1.00,0.20,17.00,4.20,147.00,35.90,68.00,16.60,160.00,39.10,0.00,0.00,16.00,3.90,95.00,23.20,20.00,4.90,83.00,20.30,193.00,100.00,3,2013-2014
Michigan,589.00,338.00,0.57,251.00,0.43,5.00,0.80,7.00,1.20,60.00,10.20,264.00,44.80,227.00,38.50,0.00,0.00,26.00,4.40,108.00,18.30,3.00,0.50,86.00,14.60,304.00,100.00,3,2013-2014
Minnesota,356.00,178.00,0.50,178.00,0.50,2.00,0.60,17.00,4.80,36.00,10.10,78.00,21.90,218.00,61.20,2.00,0.60,3.00,0.80,54.00,15.20,0.00,0.00,57.00,16.00,36.00,100.00,3,2013-2014
Mississippi,"1,268.00",738.00,0.58,530.00,0.42,3.00,0.20,4.00,0.30,33.00,2.60,851.00,67.10,373.00,29.40,1.00,0.10,3.00,0.20,97.00,7.60,3.00,0.20,21.00,1.70,300.00,100.00,3,2013-2014
Missouri,226.00,120.00,0.53,106.00,0.47,0.00,0.00,3.00,1.30,20.00,8.80,100.00,44.20,99.00,43.80,0.00,0.00,4.00,1.80,34.00,15.00,2.00,0.90,15.00,6.60,122.00,100.00,3,2013-2014
Montana,26.00,15.00,0.58,11.00,0.42,6.00,23.10,0.00,0.00,5.00,19.20,0.00,0.00,15.00,57.70,0.00,0.00,0.00,0.00,3.00,11.50,0.00,0.00,2.00,7.70,21.00,100.00,3,2013-2014
Nebraska,17.00,8.00,0.47,9.00,0.53,0.00,0.00,1.00,5.90,6.00,35.30,0.00,0.00,10.00,58.80,0.00,0.00,0.00,0.00,6.00,35.30,0.00,0.00,6.00,35.30,14.00,100.00,3,2013-2014
Nevada,301.00,166.00,0.55,135.00,0.45,4.00,1.30,2.00,0.70,168.00,55.80,39.00,13.00,73.00,24.30,4.00,1.30,11.00,3.70,37.00,12.30,6.00,2.00,125.00,41.50,138.00,100.00,3,2013-2014
New Hampshire,24.00,15.00,0.63,9.00,0.38,0.00,0.00,4.00,16.70,3.00,12.50,0.00,0.00,16.00,66.70,0.00,0.00,1.00,4.20,8.00,33.30,0.00,0.00,6.00,25.00,14.00,100.00,3,2013-2014
New Jersey,920.00,515.00,0.56,405.00,0.44,3.00,0.30,31.00,3.40,526.00,57.20,274.00,29.80,83.00,9.00,1.00,0.10,2.00,0.20,93.00,10.10,13.00,1.40,192.00,20.90,311.00,100.00,3,2013-2014
New Mexico,206.00,119.00,0.58,87.00,0.42,46.00,22.30,1.00,0.50,116.00,56.30,5.00,2.40,36.00,17.50,0.00,0.00,2.00,1.00,31.00,15.00,3.00,1.50,61.00,29.60,115.00,100.00,3,2013-2014
New York,"2,149.00","1,299.00",0.60,850.00,0.40,21.00,1.00,77.00,3.60,790.00,36.80,903.00,42.00,329.00,15.30,5.00,0.20,24.00,1.10,361.00,16.80,31.00,1.40,334.00,15.50,800.00,100.00,3,2013-2014
North Carolina,"1,610.00",923.00,0.57,687.00,0.43,25.00,1.60,20.00,1.20,283.00,17.60,583.00,36.20,647.00,40.20,4.00,0.20,48.00,3.00,335.00,20.80,26.00,1.60,234.00,14.50,676.00,100.00,3,2013-2014
North Dakota,20.00,9.00,0.45,11.00,0.55,6.00,30.00,1.00,5.00,5.00,25.00,0.00,0.00,8.00,40.00,0.00,0.00,0.00,0.00,5.00,25.00,0.00,0.00,2.00,10.00,14.00,100.00,3,2013-2014
Ohio,"2,081.00","1,125.00",0.54,956.00,0.46,5.00,0.20,17.00,0.80,180.00,8.60,"1,123.00",54.00,640.00,30.80,4.00,0.20,112.00,5.40,338.00,16.20,34.00,1.60,159.00,7.60,573.00,100.00,3,2013-2014
Oklahoma,"2,715.00","1,520.00",0.56,"1,195.00",0.44,285.00,10.50,28.00,1.00,870.00,32.00,616.00,22.70,750.00,27.60,20.00,0.70,146.00,5.40,718.00,26.40,35.00,1.30,676.00,24.90,509.00,100.00,3,2013-2014
Oregon,51.00,29.00,0.57,22.00,0.43,2.00,3.90,1.00,2.00,12.00,23.50,0.00,0.00,32.00,62.70,0.00,0.00,4.00,7.80,16.00,31.40,3.00,5.90,8.00,15.70,42.00,100.00,3,2013-2014
Pennsylvania,455.00,251.00,0.55,204.00,0.45,1.00,0.20,5.00,1.10,60.00,13.20,222.00,48.80,150.00,33.00,0.00,0.00,17.00,3.70,122.00,26.80,10.00,2.20,23.00,5.10,259.00,100.00,3,2013-2014
Rhode Island,57.00,30.00,0.53,27.00,0.47,0.00,0.00,2.00,3.50,18.00,31.60,11.00,19.30,21.00,36.80,0.00,0.00,5.00,8.80,19.00,33.30,5.00,8.80,18.00,31.60,29.00,100.00,3,2013-2014
South Carolina,462.00,266.00,0.58,196.00,0.42,5.00,1.10,3.00,0.60,24.00,5.20,249.00,53.90,166.00,35.90,0.00,0.00,15.00,3.20,111.00,24.00,6.00,1.30,20.00,4.30,205.00,100.00,3,2013-2014
South Dakota,26.00,15.00,0.58,11.00,0.42,18.00,69.20,0.00,0.00,3.00,11.50,0.00,0.00,5.00,19.20,0.00,0.00,0.00,0.00,4.00,15.40,0.00,0.00,0.00,0.00,45.00,100.00,3,2013-2014
Tennessee,870.00,505.00,0.58,365.00,0.42,3.00,0.30,1.00,0.10,64.00,7.40,476.00,54.70,318.00,36.60,0.00,0.00,8.00,0.90,97.00,11.10,10.00,1.10,44.00,5.10,315.00,98.40,3,2013-2014
Texas,"7,368.00","4,105.00",0.56,"3,263.00",0.44,27.00,0.40,83.00,1.10,"4,691.00",63.70,"1,431.00",19.40,"1,030.00",14.00,12.00,0.20,94.00,1.30,522.00,7.10,697.00,9.50,"2,670.00",36.20,"2,525.00",100.00,3,2013-2014
Utah,31.00,20.00,0.65,11.00,0.35,0.00,0.00,0.00,0.00,4.00,12.90,0.00,0.00,23.00,74.20,3.00,9.70,1.00,3.20,8.00,25.80,0.00,0.00,3.00,9.70,25.00,100.00,3,2013-2014
Vermont,9.00,8.00,0.89,1.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,77.80,0.00,0.00,2.00,22.20,3.00,33.30,0.00,0.00,0.00,0.00,10.00,100.00,3,2013-2014
Virginia,797.00,451.00,0.57,346.00,0.43,2.00,0.30,18.00,2.30,99.00,12.40,398.00,49.90,247.00,31.00,1.00,0.10,32.00,4.00,132.00,16.60,35.00,4.40,69.00,8.70,368.00,100.00,3,2013-2014
Washington,141.00,71.00,0.50,70.00,0.50,5.00,3.50,5.00,3.50,54.00,38.30,14.00,9.90,56.00,39.70,0.00,0.00,7.00,5.00,37.00,26.20,5.00,3.50,38.00,27.00,115.00,100.00,3,2013-2014
West Virginia,83.00,48.00,0.58,35.00,0.42,0.00,0.00,0.00,0.00,2.00,2.40,10.00,12.00,69.00,83.10,0.00,0.00,2.00,2.40,13.00,15.70,6.00,7.20,2.00,2.40,91.00,100.00,3,2013-2014
Wisconsin,87.00,47.00,0.54,40.00,0.46,0.00,0.00,2.00,2.30,22.00,25.30,37.00,42.50,25.00,28.70,0.00,0.00,1.00,1.10,16.00,18.40,0.00,0.00,15.00,17.20,53.00,100.00,3,2013-2014
Wyoming,13.00,8.00,0.62,5.00,0.38,1.00,7.70,0.00,0.00,2.00,15.40,2.00,15.40,8.00,61.50,0.00,0.00,0.00,0.00,5.00,38.50,0.00,0.00,0.00,0.00,9.00,100.00,3,2013-2014
United States,"25,583.00","14,845.00",0.58,"10,738.00",0.42,277.00,1.10,466.00,1.80,"6,586.00",25.70,"11,206.00",43.80,"6,411.00",25.10,54.00,0.20,583.00,2.30,"3,849.00",15.00,"1,380.00",5.40,"4,051.00",15.80,"9,516.00",99.90,4,2013-2014
Alabama,486.00,305.00,0.63,181.00,0.37,2.00,0.40,4.00,0.80,23.00,4.70,270.00,55.60,176.00,36.20,0.00,0.00,11.00,2.30,51.00,10.50,3.00,0.60,16.00,3.30,220.00,100.00,4,2013-2014
Alaska,25.00,20.00,0.80,5.00,0.20,14.00,56.00,1.00,4.00,6.00,24.00,0.00,0.00,4.00,16.00,0.00,0.00,0.00,0.00,5.00,20.00,0.00,0.00,16.00,64.00,45.00,100.00,4,2013-2014
Arizona,277.00,156.00,0.56,121.00,0.44,24.00,8.70,5.00,1.80,128.00,46.20,20.00,7.20,89.00,32.10,1.00,0.40,10.00,3.60,37.00,13.40,7.00,2.50,40.00,14.40,166.00,100.00,4,2013-2014
Arkansas,114.00,67.00,0.59,47.00,0.41,1.00,0.90,3.00,2.60,11.00,9.60,30.00,26.30,64.00,56.10,1.00,0.90,4.00,3.50,12.00,10.50,6.00,5.30,7.00,6.10,82.00,100.00,4,2013-2014
California,808.00,482.00,0.60,326.00,0.40,8.00,1.00,39.00,4.80,519.00,64.20,102.00,12.60,116.00,14.40,6.00,0.70,18.00,2.20,123.00,15.20,15.00,1.90,320.00,39.60,535.00,100.00,4,2013-2014
Colorado,152.00,97.00,0.64,55.00,0.36,2.00,1.30,3.00,2.00,63.00,41.40,16.00,10.50,59.00,38.80,0.00,0.00,9.00,5.90,32.00,21.10,3.00,2.00,33.00,21.70,117.00,100.00,4,2013-2014
