State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Georgia,"5,023.00","3,088.00",0.61,"1,935.00",0.39,8.00,0.20,78.00,1.60,906.00,18.00,"1,842.00",36.70,"1,946.00",38.70,10.00,0.20,233.00,4.60,"1,148.00",22.90,47.00,0.90,813.00,16.20,"1,042.00",100.00,K,2015-2016
Hawaii,312.00,203.00,0.65,109.00,0.35,1.00,0.30,34.00,10.90,64.00,20.50,1.00,0.30,37.00,11.90,126.00,40.40,49.00,15.70,71.00,22.80,6.00,1.90,57.00,18.30,107.00,100.00,K,2015-2016
Idaho,226.00,152.00,0.67,74.00,0.33,3.00,1.30,1.00,0.40,67.00,29.60,3.00,1.30,148.00,65.50,1.00,0.40,3.00,1.30,34.00,15.00,0.00,0.00,25.00,11.10,119.00,100.00,K,2015-2016
Illinois,"1,400.00",896.00,0.64,504.00,0.36,2.00,0.10,14.00,1.00,178.00,12.70,319.00,22.80,816.00,58.30,0.00,0.00,71.00,5.10,324.00,23.10,11.00,0.80,117.00,8.40,584.00,99.10,K,2015-2016
Indiana,"2,976.00","1,845.00",0.62,"1,131.00",0.38,6.00,0.20,23.00,0.80,303.00,10.20,348.00,11.70,"2,153.00",72.30,3.00,0.10,140.00,4.70,798.00,26.80,19.00,0.60,168.00,5.60,677.00,100.00,K,2015-2016
Iowa,"2,646.00","1,694.00",0.64,952.00,0.36,7.00,0.30,32.00,1.20,246.00,9.30,71.00,2.70,"2,212.00",83.60,7.00,0.30,71.00,2.70,402.00,15.20,5.00,0.20,146.00,5.50,417.00,100.00,K,2015-2016
Kansas,532.00,329.00,0.62,203.00,0.38,12.00,2.30,12.00,2.30,144.00,27.10,37.00,7.00,305.00,57.30,0.00,0.00,22.00,4.10,153.00,28.80,5.00,0.90,94.00,17.70,243.00,100.00,K,2015-2016
Kentucky,"1,729.00","1,091.00",0.63,638.00,0.37,3.00,0.20,17.00,1.00,141.00,8.20,85.00,4.90,"1,425.00",82.40,1.00,0.10,57.00,3.30,535.00,30.90,5.00,0.30,108.00,6.20,422.00,100.00,K,2015-2016
Louisiana,"1,734.00","1,086.00",0.63,648.00,0.37,6.00,0.30,16.00,0.90,92.00,5.30,883.00,50.90,684.00,39.40,1.00,0.10,52.00,3.00,370.00,21.30,11.00,0.60,78.00,4.50,418.00,100.00,K,2015-2016
Maine,353.00,232.00,0.66,121.00,0.34,3.00,0.80,4.00,1.10,4.00,1.10,10.00,2.80,325.00,92.10,0.00,0.00,7.00,2.00,120.00,34.00,2.00,0.60,10.00,2.80,145.00,100.00,K,2015-2016
Maryland,804.00,483.00,0.60,321.00,0.40,3.00,0.40,16.00,2.00,193.00,24.00,319.00,39.70,233.00,29.00,1.00,0.10,39.00,4.90,200.00,24.90,6.00,0.70,92.00,11.40,344.00,100.00,K,2015-2016
Massachusetts,"1,097.00",703.00,0.64,394.00,0.36,4.00,0.40,47.00,4.30,368.00,33.50,130.00,11.90,497.00,45.30,0.00,0.00,51.00,4.60,398.00,36.30,21.00,1.90,277.00,25.30,448.00,100.00,K,2015-2016
Michigan,"4,281.00","2,552.00",0.60,"1,729.00",0.40,57.00,1.30,77.00,1.80,351.00,8.20,689.00,16.10,"2,870.00",67.00,3.00,0.10,234.00,5.50,631.00,14.70,17.00,0.40,276.00,6.40,934.00,100.00,K,2015-2016
Minnesota,753.00,452.00,0.60,301.00,0.40,34.00,4.50,25.00,3.30,94.00,12.50,78.00,10.40,466.00,61.90,6.00,0.80,50.00,6.60,169.00,22.40,3.00,0.40,99.00,13.10,261.00,100.00,K,2015-2016
Mississippi,"3,497.00","2,177.00",0.62,"1,320.00",0.38,16.00,0.50,17.00,0.50,214.00,6.10,"1,729.00",49.40,"1,456.00",41.60,3.00,0.10,62.00,1.80,757.00,21.60,4.00,0.10,161.00,4.60,376.00,100.00,K,2015-2016
Missouri,"1,530.00",976.00,0.64,554.00,0.36,11.00,0.70,20.00,1.30,125.00,8.20,238.00,15.60,"1,059.00",69.20,9.00,0.60,68.00,4.40,375.00,24.50,7.00,0.50,119.00,7.80,533.00,100.00,K,2015-2016
Montana,307.00,193.00,0.63,114.00,0.37,52.00,16.90,0.00,0.00,24.00,7.80,2.00,0.70,217.00,70.70,0.00,0.00,12.00,3.90,48.00,15.60,4.00,1.30,3.00,1.00,127.00,100.00,K,2015-2016
Nebraska,283.00,173.00,0.61,110.00,0.39,17.00,6.00,13.00,4.60,66.00,23.30,10.00,3.50,170.00,60.10,2.00,0.70,5.00,1.80,82.00,29.00,0.00,0.00,61.00,21.60,157.00,100.00,K,2015-2016
Nevada,687.00,407.00,0.59,280.00,0.41,18.00,2.60,10.00,1.50,333.00,48.50,75.00,10.90,206.00,30.00,4.00,0.60,41.00,6.00,135.00,19.70,0.00,0.00,163.00,23.70,250.00,100.00,K,2015-2016
New Hampshire,197.00,126.00,0.64,71.00,0.36,0.00,0.00,7.00,3.60,17.00,8.60,6.00,3.00,162.00,82.20,1.00,0.50,4.00,2.00,69.00,35.00,2.00,1.00,17.00,8.60,96.00,100.00,K,2015-2016
New Jersey,"1,854.00","1,130.00",0.61,724.00,0.39,1.00,0.10,88.00,4.70,728.00,39.30,375.00,20.20,604.00,32.60,1.00,0.10,57.00,3.10,245.00,13.20,43.00,2.30,336.00,18.10,650.00,100.00,K,2015-2016
New Mexico,760.00,443.00,0.58,317.00,0.42,84.00,11.10,5.00,0.70,496.00,65.30,10.00,1.30,153.00,20.10,1.00,0.10,11.00,1.40,102.00,13.40,3.00,0.40,219.00,28.80,232.00,100.00,K,2015-2016
New York,"4,009.00","2,427.00",0.61,"1,582.00",0.39,38.00,0.90,154.00,3.80,"1,415.00",35.30,925.00,23.10,"1,390.00",34.70,2.00,0.00,85.00,2.10,"1,174.00",29.30,55.00,1.40,726.00,18.10,"1,310.00",100.00,K,2015-2016
North Carolina,"4,119.00","2,604.00",0.63,"1,515.00",0.37,76.00,1.80,51.00,1.20,852.00,20.70,"1,279.00",31.10,"1,686.00",40.90,11.00,0.30,164.00,4.00,829.00,20.10,4.00,0.10,621.00,15.10,"1,100.00",100.00,K,2015-2016
North Dakota,279.00,169.00,0.61,110.00,0.39,37.00,13.30,3.00,1.10,17.00,6.10,21.00,7.50,196.00,70.30,2.00,0.70,3.00,1.10,61.00,21.90,2.00,0.70,15.00,5.40,112.00,100.00,K,2015-2016
Ohio,"4,237.00","2,510.00",0.59,"1,727.00",0.41,7.00,0.20,39.00,0.90,252.00,5.90,"1,224.00",28.90,"2,476.00",58.40,1.00,0.00,238.00,5.60,735.00,17.30,22.00,0.50,213.00,5.00,"1,005.00",100.00,K,2015-2016
Oklahoma,"3,023.00","1,877.00",0.62,"1,146.00",0.38,492.00,16.30,24.00,0.80,496.00,16.40,229.00,7.60,"1,517.00",50.20,16.00,0.50,249.00,8.20,557.00,18.40,11.00,0.40,384.00,12.70,584.00,100.00,K,2015-2016
Oregon,359.00,223.00,0.62,136.00,0.38,6.00,1.70,4.00,1.10,68.00,18.90,11.00,3.10,240.00,66.90,3.00,0.80,27.00,7.50,84.00,23.40,5.00,1.40,45.00,12.50,201.00,100.00,K,2015-2016
Pennsylvania,"2,311.00","1,436.00",0.62,875.00,0.38,3.00,0.10,29.00,1.30,260.00,11.30,486.00,21.00,"1,393.00",60.30,0.00,0.00,140.00,6.10,616.00,26.70,29.00,1.30,111.00,4.80,753.00,100.00,K,2015-2016
Rhode Island,141.00,90.00,0.64,51.00,0.36,0.00,0.00,4.00,2.80,51.00,36.20,24.00,17.00,53.00,37.60,0.00,0.00,9.00,6.40,43.00,30.50,1.00,0.70,40.00,28.40,62.00,100.00,K,2015-2016
South Carolina,"1,746.00","1,078.00",0.62,668.00,0.38,5.00,0.30,13.00,0.70,153.00,8.80,662.00,37.90,835.00,47.80,4.00,0.20,74.00,4.20,444.00,25.40,11.00,0.60,113.00,6.50,425.00,100.00,K,2015-2016
South Dakota,312.00,195.00,0.63,117.00,0.38,91.00,29.20,6.00,1.90,38.00,12.20,8.00,2.60,160.00,51.30,0.00,0.00,9.00,2.90,50.00,16.00,5.00,1.60,43.00,13.80,119.00,100.00,K,2015-2016
Tennessee,"2,065.00","1,245.00",0.60,820.00,0.40,4.00,0.20,20.00,1.00,105.00,5.10,354.00,17.10,"1,527.00",73.90,0.00,0.00,55.00,2.70,375.00,18.20,12.00,0.60,56.00,2.70,612.00,100.00,K,2015-2016
Texas,"7,335.00","4,727.00",0.64,"2,608.00",0.36,26.00,0.40,118.00,1.60,"3,865.00",52.70,705.00,9.60,"2,416.00",32.90,13.00,0.20,192.00,2.60,"1,682.00",22.90,222.00,3.00,"1,668.00",22.70,"2,431.00",100.00,K,2015-2016
Utah,234.00,162.00,0.69,72.00,0.31,6.00,2.60,0.00,0.00,41.00,17.50,3.00,1.30,180.00,76.90,0.00,0.00,4.00,1.70,39.00,16.70,0.00,0.00,13.00,5.60,134.00,100.00,K,2015-2016
Vermont,129.00,84.00,0.65,45.00,0.35,1.00,0.80,2.00,1.60,0.00,0.00,6.00,4.70,119.00,92.20,0.00,0.00,1.00,0.80,54.00,41.90,0.00,0.00,5.00,3.90,77.00,100.00,K,2015-2016
Virginia,"2,116.00","1,353.00",0.64,763.00,0.36,5.00,0.20,48.00,2.30,399.00,18.90,582.00,27.50,968.00,45.70,3.00,0.10,111.00,5.20,611.00,28.90,13.00,0.60,336.00,15.90,694.00,100.00,K,2015-2016
Washington,"1,101.00",696.00,0.63,405.00,0.37,30.00,2.70,23.00,2.10,383.00,34.80,27.00,2.50,552.00,50.10,15.00,1.40,71.00,6.40,323.00,29.30,5.00,0.50,253.00,23.00,465.00,100.00,K,2015-2016
West Virginia,830.00,547.00,0.66,283.00,0.34,0.00,0.00,1.00,0.10,15.00,1.80,28.00,3.40,761.00,91.70,0.00,0.00,25.00,3.00,151.00,18.20,4.00,0.50,11.00,1.30,283.00,100.00,K,2015-2016
Wisconsin,325.00,222.00,0.68,103.00,0.32,4.00,1.20,5.00,1.50,43.00,13.20,34.00,10.50,228.00,70.20,0.00,0.00,11.00,3.40,100.00,30.80,1.00,0.30,25.00,7.70,210.00,100.00,K,2015-2016
Wyoming,312.00,200.00,0.64,112.00,0.36,16.00,5.10,3.00,1.00,50.00,16.00,1.00,0.30,234.00,75.00,1.00,0.30,7.00,2.20,89.00,28.50,0.00,0.00,13.00,4.20,88.00,100.00,K,2015-2016
United States,"135,729.00","82,613.00",0.61,"53,116.00",0.39,"2,036.00",1.50,"4,791.00",3.50,"43,434.00",32.00,"31,958.00",23.50,"49,332.00",36.30,556.00,0.40,"3,622.00",2.70,"47,488.00",35.00,"3,107.00",2.30,"15,269.00",11.20,"11,506.00",100.00,12,2015-2016
Alabama,"1,390.00",859.00,0.62,531.00,0.38,11.00,0.80,8.00,0.60,63.00,4.50,697.00,50.10,589.00,42.40,5.00,0.40,17.00,1.20,378.00,27.20,29.00,2.10,38.00,2.70,194.00,100.00,12,2015-2016
Alaska,825.00,468.00,0.57,357.00,0.43,250.00,30.30,33.00,4.00,74.00,9.00,38.00,4.60,331.00,40.10,26.00,3.20,73.00,8.80,216.00,26.20,9.00,1.10,94.00,11.40,91.00,100.00,12,2015-2016
Arizona,"4,511.00","2,824.00",0.63,"1,687.00",0.37,319.00,7.10,64.00,1.40,"2,371.00",52.60,320.00,7.10,"1,351.00",29.90,24.00,0.50,62.00,1.40,972.00,21.50,56.00,1.20,127.00,2.80,204.00,100.00,12,2015-2016
Arkansas,475.00,307.00,0.65,168.00,0.35,3.00,0.60,7.00,1.50,76.00,16.00,141.00,29.70,236.00,49.70,3.00,0.60,9.00,1.90,61.00,12.80,22.00,4.60,48.00,10.10,111.00,100.00,12,2015-2016
California,"10,808.00","6,789.00",0.63,"4,019.00",0.37,88.00,0.80,699.00,6.50,"7,143.00",66.10,"1,208.00",11.20,"1,395.00",12.90,75.00,0.70,200.00,1.90,"4,090.00",37.80,151.00,1.40,"3,270.00",30.30,777.00,100.00,12,2015-2016
Colorado,"6,549.00","3,762.00",0.57,"2,787.00",0.43,81.00,1.20,154.00,2.40,"2,921.00",44.60,459.00,7.00,"2,732.00",41.70,18.00,0.30,184.00,2.80,"1,804.00",27.50,107.00,1.60,"1,072.00",16.40,340.00,100.00,12,2015-2016
Connecticut,"1,163.00",746.00,0.64,417.00,0.36,1.00,0.10,41.00,3.50,333.00,28.60,213.00,18.30,553.00,47.50,0.00,0.00,22.00,1.90,735.00,63.20,54.00,4.60,92.00,7.90,176.00,100.00,12,2015-2016
Delaware,227.00,124.00,0.55,103.00,0.45,2.00,0.90,3.00,1.30,42.00,18.50,84.00,37.00,89.00,39.20,3.00,1.30,4.00,1.80,71.00,31.30,9.00,4.00,10.00,4.40,23.00,100.00,12,2015-2016
District of Columbia,81.00,47.00,0.58,34.00,0.42,0.00,0.00,0.00,0.00,7.00,8.60,74.00,91.40,0.00,0.00,0.00,0.00,0.00,0.00,25.00,30.90,1.00,1.20,8.00,9.90,22.00,100.00,12,2015-2016
Florida,"13,058.00","8,062.00",0.62,"4,996.00",0.38,46.00,0.40,144.00,1.10,"3,672.00",28.10,"5,285.00",40.50,"3,572.00",27.40,16.00,0.10,323.00,2.50,"3,406.00",26.10,278.00,2.10,"1,019.00",7.80,604.00,100.00,12,2015-2016
Georgia,"4,486.00","2,655.00",0.59,"1,831.00",0.41,5.00,0.10,186.00,4.10,813.00,18.10,"1,985.00",44.20,"1,373.00",30.60,5.00,0.10,119.00,2.70,"1,685.00",37.60,66.00,1.50,285.00,6.40,418.00,100.00,12,2015-2016
Hawaii,111.00,70.00,0.63,41.00,0.37,1.00,0.90,27.00,24.30,6.00,5.40,3.00,2.70,8.00,7.20,61.00,55.00,5.00,4.50,39.00,35.10,2.00,1.80,23.00,20.70,37.00,100.00,12,2015-2016
Idaho,625.00,380.00,0.61,245.00,0.39,9.00,1.40,8.00,1.30,115.00,18.40,7.00,1.10,466.00,74.60,2.00,0.30,18.00,2.90,164.00,26.20,26.00,4.20,27.00,4.30,84.00,100.00,12,2015-2016
Illinois,"6,131.00","3,829.00",0.62,"2,302.00",0.38,33.00,0.50,206.00,3.40,"1,908.00",31.10,"1,467.00",23.90,"2,358.00",38.50,9.00,0.10,150.00,2.40,"3,039.00",49.60,100.00,1.60,459.00,7.50,465.00,99.80,12,2015-2016
Indiana,"1,334.00",818.00,0.61,516.00,0.39,6.00,0.40,20.00,1.50,165.00,12.40,194.00,14.50,882.00,66.10,0.00,0.00,67.00,5.00,525.00,39.40,41.00,3.10,94.00,7.00,137.00,100.00,12,2015-2016
Iowa,"1,812.00","1,090.00",0.60,722.00,0.40,12.00,0.70,50.00,2.80,295.00,16.30,232.00,12.80,"1,156.00",63.80,4.00,0.20,63.00,3.50,753.00,41.60,31.00,1.70,113.00,6.20,213.00,100.00,12,2015-2016
Kansas,524.00,300.00,0.57,224.00,0.43,9.00,1.70,14.00,2.70,149.00,28.40,92.00,17.60,237.00,45.20,0.00,0.00,23.00,4.40,174.00,33.20,1.00,0.20,62.00,11.80,82.00,100.00,12,2015-2016
Kentucky,553.00,323.00,0.58,230.00,0.42,0.00,0.00,8.00,1.40,27.00,4.90,122.00,22.10,384.00,69.40,2.00,0.40,10.00,1.80,60.00,10.80,4.00,0.70,14.00,2.50,139.00,100.00,12,2015-2016
Louisiana,"1,503.00",879.00,0.58,624.00,0.42,6.00,0.40,23.00,1.50,85.00,5.70,864.00,57.50,516.00,34.30,0.00,0.00,9.00,0.60,459.00,30.50,53.00,3.50,52.00,3.50,194.00,100.00,12,2015-2016
Maine,308.00,196.00,0.64,112.00,0.36,3.00,1.00,5.00,1.60,12.00,3.90,22.00,7.10,260.00,84.40,0.00,0.00,6.00,1.90,123.00,39.90,16.00,5.20,13.00,4.20,55.00,100.00,12,2015-2016
Maryland,"2,927.00","1,867.00",0.64,"1,060.00",0.36,18.00,0.60,93.00,3.20,475.00,16.20,"1,542.00",52.70,735.00,25.10,1.00,0.00,63.00,2.20,"1,267.00",43.30,80.00,2.70,86.00,2.90,219.00,100.00,12,2015-2016
Massachusetts,"2,009.00","1,179.00",0.59,830.00,0.41,9.00,0.40,83.00,4.10,728.00,36.20,600.00,29.90,534.00,26.60,1.00,0.00,54.00,2.70,765.00,38.10,58.00,2.90,361.00,18.00,238.00,100.00,12,2015-2016
Michigan,"4,168.00","2,517.00",0.60,"1,651.00",0.40,39.00,0.90,70.00,1.70,280.00,6.70,"1,081.00",25.90,"2,572.00",61.70,2.00,0.00,124.00,3.00,922.00,22.10,68.00,1.60,152.00,3.60,540.00,100.00,12,2015-2016
Minnesota,"2,580.00","1,591.00",0.62,989.00,0.38,97.00,3.80,266.00,10.30,439.00,17.00,530.00,20.50,"1,148.00",44.50,0.00,0.00,100.00,3.90,849.00,32.90,53.00,2.10,358.00,13.90,212.00,100.00,12,2015-2016
Mississippi,984.00,585.00,0.59,399.00,0.41,2.00,0.20,7.00,0.70,35.00,3.60,720.00,73.20,215.00,21.80,0.00,0.00,5.00,0.50,105.00,10.70,8.00,0.80,26.00,2.60,161.00,100.00,12,2015-2016
Missouri,"1,503.00",982.00,0.65,521.00,0.35,6.00,0.40,25.00,1.70,83.00,5.50,385.00,25.60,981.00,65.30,3.00,0.20,20.00,1.30,687.00,45.70,28.00,1.90,42.00,2.80,225.00,100.00,12,2015-2016
Montana,90.00,55.00,0.61,35.00,0.39,14.00,15.60,0.00,0.00,4.00,4.40,4.00,4.40,68.00,75.60,0.00,0.00,0.00,0.00,18.00,20.00,3.00,3.30,4.00,4.40,25.00,100.00,12,2015-2016
Nebraska,"1,672.00","1,017.00",0.61,655.00,0.39,25.00,1.50,68.00,4.10,443.00,26.50,277.00,16.60,760.00,45.50,5.00,0.30,94.00,5.60,676.00,40.40,20.00,1.20,162.00,9.70,84.00,100.00,12,2015-2016
Nevada,"3,369.00","2,089.00",0.62,"1,280.00",0.38,31.00,0.90,118.00,3.50,"1,493.00",44.30,736.00,21.80,788.00,23.40,43.00,1.30,160.00,4.70,611.00,18.10,92.00,2.70,447.00,13.30,74.00,100.00,12,2015-2016
New Hampshire,591.00,351.00,0.59,240.00,0.41,3.00,0.50,15.00,2.50,45.00,7.60,16.00,2.70,499.00,84.40,0.00,0.00,13.00,2.20,266.00,45.00,35.00,5.90,20.00,3.40,68.00,100.00,12,2015-2016
New Jersey,"2,122.00","1,449.00",0.68,673.00,0.32,4.00,0.20,90.00,4.20,657.00,31.00,631.00,29.70,713.00,33.60,1.00,0.00,26.00,1.20,"1,122.00",52.90,41.00,1.90,73.00,3.40,259.00,100.00,12,2015-2016
New Mexico,"1,406.00",859.00,0.61,547.00,0.39,171.00,12.20,6.00,0.40,930.00,66.10,35.00,2.50,245.00,17.40,1.00,0.10,18.00,1.30,170.00,12.10,19.00,1.40,176.00,12.50,117.00,100.00,12,2015-2016
New York,"11,185.00","6,761.00",0.60,"4,424.00",0.40,86.00,0.80,900.00,8.00,"4,168.00",37.30,"3,615.00",32.30,"2,298.00",20.50,47.00,0.40,71.00,0.60,"4,459.00",39.90,237.00,2.10,"2,245.00",20.10,854.00,100.00,12,2015-2016
North Carolina,"1,884.00","1,234.00",0.65,650.00,0.35,14.00,0.70,23.00,1.20,321.00,17.00,670.00,35.60,780.00,41.40,0.00,0.00,76.00,4.00,935.00,49.60,36.00,1.90,110.00,5.80,359.00,100.00,12,2015-2016
North Dakota,201.00,109.00,0.54,92.00,0.46,33.00,16.40,3.00,1.50,12.00,6.00,17.00,8.50,132.00,65.70,2.00,1.00,2.00,1.00,53.00,26.40,5.00,2.50,10.00,5.00,28.00,100.00,12,2015-2016
Ohio,"4,014.00","2,016.00",0.50,"1,998.00",0.50,8.00,0.20,101.00,2.50,326.00,8.10,"1,705.00",42.50,"1,693.00",42.20,1.00,0.00,180.00,4.50,767.00,19.10,76.00,1.90,277.00,6.90,343.00,100.00,12,2015-2016
Oklahoma,829.00,506.00,0.61,323.00,0.39,110.00,13.30,6.00,0.70,144.00,17.40,125.00,15.10,375.00,45.20,2.00,0.20,67.00,8.10,185.00,22.30,8.00,1.00,51.00,6.20,139.00,100.00,12,2015-2016
Oregon,"2,421.00","1,444.00",0.60,977.00,0.40,71.00,2.90,65.00,2.70,686.00,28.30,81.00,3.30,"1,381.00",57.00,9.00,0.40,128.00,5.30,730.00,30.20,67.00,2.80,147.00,6.10,151.00,100.00,12,2015-2016
Pennsylvania,"4,331.00","2,718.00",0.63,"1,613.00",0.37,4.00,0.10,98.00,2.30,781.00,18.00,945.00,21.80,"2,422.00",55.90,2.00,0.00,79.00,1.80,"2,136.00",49.30,50.00,1.20,197.00,4.50,448.00,100.00,12,2015-2016
Rhode Island,503.00,336.00,0.67,167.00,0.33,5.00,1.00,11.00,2.20,148.00,29.40,72.00,14.30,239.00,47.50,0.00,0.00,28.00,5.60,214.00,42.50,5.00,1.00,24.00,4.80,46.00,100.00,12,2015-2016
South Carolina,"1,261.00",745.00,0.59,516.00,0.41,2.00,0.20,9.00,0.70,74.00,5.90,575.00,45.60,568.00,45.00,7.00,0.60,26.00,2.10,485.00,38.50,36.00,2.90,58.00,4.60,166.00,100.00,12,2015-2016
South Dakota,294.00,163.00,0.55,131.00,0.45,59.00,20.10,6.00,2.00,25.00,8.50,27.00,9.20,169.00,57.50,0.00,0.00,8.00,2.70,71.00,24.10,9.00,3.10,18.00,6.10,38.00,100.00,12,2015-2016
Tennessee,"1,184.00",695.00,0.59,489.00,0.41,6.00,0.50,10.00,0.80,119.00,10.10,363.00,30.70,675.00,57.00,1.00,0.10,10.00,0.80,356.00,30.10,10.00,0.80,52.00,4.40,144.00,100.00,12,2015-2016
Texas,"12,276.00","7,464.00",0.61,"4,812.00",0.39,48.00,0.40,377.00,3.10,"7,271.00",59.20,"1,756.00",14.30,"2,626.00",21.40,25.00,0.20,173.00,1.40,"5,229.00",42.60,534.00,4.30,"1,914.00",15.60,"1,001.00",100.00,12,2015-2016
Utah,"1,381.00",867.00,0.63,514.00,0.37,14.00,1.00,24.00,1.70,221.00,16.00,41.00,3.00,"1,045.00",75.70,18.00,1.30,18.00,1.30,673.00,48.70,31.00,2.20,64.00,4.60,82.00,100.00,12,2015-2016
Vermont,143.00,88.00,0.62,55.00,0.38,4.00,2.80,1.00,0.70,1.00,0.70,3.00,2.10,133.00,93.00,0.00,0.00,1.00,0.70,59.00,41.30,14.00,9.80,3.00,2.10,29.00,100.00,12,2015-2016
Virginia,"2,278.00","1,434.00",0.63,844.00,0.37,9.00,0.40,115.00,5.00,465.00,20.40,695.00,30.50,901.00,39.60,1.00,0.00,92.00,4.00,967.00,42.40,56.00,2.50,291.00,12.80,292.00,100.00,12,2015-2016
Washington,"8,563.00","5,090.00",0.59,"3,473.00",0.41,200.00,2.30,427.00,5.00,"2,351.00",27.50,560.00,6.50,"4,355.00",50.90,130.00,1.50,540.00,6.30,"2,589.00",30.20,330.00,3.90,790.00,9.20,443.00,100.00,12,2015-2016
West Virginia,322.00,193.00,0.60,129.00,0.40,0.00,0.00,0.00,0.00,5.00,1.60,30.00,9.30,280.00,87.00,0.00,0.00,7.00,2.20,80.00,24.80,3.00,0.90,2.00,0.60,60.00,100.00,12,2015-2016
Wisconsin,"2,599.00","1,581.00",0.61,"1,018.00",0.39,51.00,2.00,74.00,2.80,401.00,15.40,611.00,23.50,"1,389.00",53.40,1.00,0.00,72.00,2.80,"1,180.00",45.40,37.00,1.40,182.00,7.00,259.00,100.00,12,2015-2016
Wyoming,165.00,100.00,0.61,65.00,0.39,8.00,4.80,0.00,0.00,26.00,15.80,3.00,1.80,125.00,75.80,0.00,0.00,3.00,1.80,83.00,50.30,2.00,1.20,7.00,4.20,36.00,100.00,12,2015-2016
United States,"85,527.00","52,269.00",0.61,"33,258.00",0.39,"1,028.00",1.20,"2,080.00",2.40,"28,741.00",33.60,"24,766.00",29.00,"26,076.00",30.50,484.00,0.60,"2,352.00",2.80,"15,442.00",18.10,"2,836.00",3.30,"9,216.00",10.80,"8,101.00",100.00,11,2015-2016
Alabama,"1,637.00","1,009.00",0.62,628.00,0.38,15.00,0.90,14.00,0.90,72.00,4.40,907.00,55.40,615.00,37.60,0.00,0.00,14.00,0.90,210.00,12.80,45.00,2.70,43.00,2.60,217.00,100.00,11,2015-2016
Alaska,236.00,135.00,0.57,101.00,0.43,79.00,33.50,7.00,3.00,15.00,6.40,9.00,3.80,102.00,43.20,3.00,1.30,21.00,8.90,11.00,4.70,5.00,2.10,19.00,8.10,43.00,100.00,11,2015-2016
Arizona,"2,176.00","1,336.00",0.61,840.00,0.39,98.00,4.50,33.00,1.50,"1,479.00",68.00,207.00,9.50,318.00,14.60,9.00,0.40,32.00,1.50,261.00,12.00,24.00,1.10,86.00,4.00,63.00,100.00,11,2015-2016
Arkansas,513.00,339.00,0.66,174.00,0.34,4.00,0.80,5.00,1.00,109.00,21.20,131.00,25.50,224.00,43.70,33.00,6.40,7.00,1.40,33.00,6.40,27.00,5.30,51.00,9.90,97.00,100.00,11,2015-2016
California,"4,299.00","2,675.00",0.62,"1,624.00",0.38,19.00,0.40,172.00,4.00,"3,102.00",72.20,351.00,8.20,571.00,13.30,37.00,0.90,47.00,1.10,752.00,17.50,53.00,1.20,950.00,22.10,418.00,100.00,11,2015-2016
Colorado,"1,063.00",581.00,0.55,482.00,0.45,12.00,1.10,16.00,1.50,591.00,55.60,129.00,12.10,291.00,27.40,1.00,0.10,23.00,2.20,99.00,9.30,19.00,1.80,230.00,21.60,119.00,100.00,11,2015-2016
Connecticut,726.00,466.00,0.64,260.00,0.36,2.00,0.30,12.00,1.70,252.00,34.70,212.00,29.20,234.00,32.20,0.00,0.00,14.00,1.90,176.00,24.20,49.00,6.70,49.00,6.70,135.00,100.00,11,2015-2016
Delaware,317.00,200.00,0.63,117.00,0.37,0.00,0.00,1.00,0.30,34.00,10.70,183.00,57.70,95.00,30.00,0.00,0.00,4.00,1.30,65.00,20.50,17.00,5.40,21.00,6.60,31.00,100.00,11,2015-2016
District of Columbia,206.00,137.00,0.67,69.00,0.33,0.00,0.00,1.00,0.50,35.00,17.00,170.00,82.50,0.00,0.00,0.00,0.00,0.00,0.00,58.00,28.20,5.00,2.40,27.00,13.10,29.00,100.00,11,2015-2016
Florida,"8,828.00","5,424.00",0.61,"3,404.00",0.39,42.00,0.50,139.00,1.60,"2,052.00",23.20,"2,613.00",29.60,"3,673.00",41.60,11.00,0.10,298.00,3.40,"1,717.00",19.40,352.00,4.00,621.00,7.00,443.00,100.00,11,2015-2016
Georgia,"4,624.00","2,842.00",0.61,"1,782.00",0.39,16.00,0.30,82.00,1.80,700.00,15.10,"2,122.00",45.90,"1,559.00",33.70,11.00,0.20,134.00,2.90,712.00,15.40,116.00,2.50,183.00,4.00,418.00,100.00,11,2015-2016
Hawaii,398.00,246.00,0.62,152.00,0.38,4.00,1.00,115.00,28.90,23.00,5.80,6.00,1.50,28.00,7.00,184.00,46.20,38.00,9.50,79.00,19.80,31.00,7.80,115.00,28.90,49.00,100.00,11,2015-2016
